policy_id,age_at_entry,sex,policy_term,policy_count,sum_assured,prem_paying_term,dur_elapsed,ann_prem,PCODE
2098,56,M,16,1,926000,6,0,1509,5
2099,26,F,16,1,715000,6,0,5039,3
2100,33,F,22,1,687000,12,131,22615,8
2101,53,M,16,1,240000,6,174,11749,4
2102,34,F,22,1,958000,12,258,8653,5
2103,30,F,16,1,397000,6,11,2832,4
2104,48,F,16,1,477000,6,151,1537,10
2105,34,F,22,1,874000,12,145,14732,9
2106,55,M,16,1,641000,6,26,17883,6
2107,56,F,16,1,556000,6,46,13808,6
2108,25,M,16,1,173000,6,0,3850,2
2109,60,F,16,1,318000,6,33,21253,7
2110,57,F,16,1,813000,6,57,19766,4
2111,45,M,22,1,954000,12,27,6629,1
2112,34,F,16,1,843000,6,175,5756,4
2113,26,M,22,1,468000,12,131,15639,9
2114,36,F,22,1,330000,12,117,17801,9
2115,56,M,16,1,512000,6,24,3216,9
2116,48,M,22,1,807000,12,99,10617,3
2117,43,F,16,1,352000,6,188,3281,6
2118,57,F,22,1,290000,12,216,7530,1
2119,54,M,22,1,110000,12,261,24925,10
2120,27,M,16,1,960000,6,152,19833,3
2121,56,M,16,1,762000,6,34,14013,9
2122,41,M,22,1,438000,12,259,5617,7
2123,31,F,16,1,362000,6,56,21815,1
2124,54,M,22,1,599000,12,118,13497,8
2125,41,F,16,1,641000,6,78,4227,5
2126,42,M,22,1,774000,12,243,12294,3
2127,42,F,22,1,241000,12,190,15869,3
2128,46,M,16,1,811000,6,20,8636,4
2129,54,F,22,1,989000,12,133,13538,5
2130,50,F,16,1,510000,6,135,4128,8
2131,39,F,22,1,454000,12,240,15506,8
2132,47,M,22,1,865000,12,132,1748,9
2133,37,M,16,1,836000,6,149,5631,5
2134,25,F,22,1,181000,12,6,17144,8
2135,39,F,16,1,789000,6,50,13756,6
2136,57,M,22,1,159000,12,157,14513,4
2137,58,F,22,1,192000,12,205,21187,5
2138,33,F,16,1,264000,6,40,8887,10
2139,33,M,22,1,318000,12,158,17495,8
2140,40,F,22,1,441000,12,216,18912,2
2141,56,F,16,1,311000,6,107,5688,4
2142,55,M,16,1,296000,6,0,14330,2
2143,33,F,16,1,434000,6,0,18078,1
2144,37,M,22,1,610000,12,252,9661,3
2145,48,F,22,1,550000,12,149,3203,1
2146,40,M,22,1,807000,12,183,8167,5
2147,26,F,22,1,483000,12,97,2271,1
2148,46,M,16,1,109000,6,83,5171,7
2149,51,F,16,1,193000,6,0,23983,6
2150,37,M,16,1,308000,6,0,17239,3
2151,44,F,16,1,179000,6,85,15400,6
2152,35,F,22,1,612000,12,34,16034,2
2153,60,F,16,1,363000,6,0,2019,2
2154,43,M,22,1,238000,12,7,11410,4
2155,25,M,22,1,984000,12,79,21038,6
2156,31,M,22,1,880000,12,74,11872,9
2157,37,F,16,1,555000,6,185,6079,7
2158,39,M,16,1,810000,6,55,21322,8
2159,51,F,16,1,369000,6,117,6360,3
2160,32,M,22,1,759000,12,5,23982,4
2161,37,M,16,1,360000,6,115,6202,10
2162,29,F,22,1,683000,12,101,16656,7
2163,38,F,16,1,760000,6,91,17888,2
2164,59,F,16,1,704000,6,115,3486,9
2165,44,M,22,1,986000,12,69,1177,9
2166,54,F,16,1,932000,6,125,19705,3
2167,40,M,16,1,324000,6,163,19108,9
2168,59,M,16,1,349000,6,113,16742,10
2169,59,F,22,1,498000,12,105,18747,2
2170,40,F,22,1,772000,12,246,24251,1
2171,55,M,22,1,882000,12,123,5952,2
2172,34,F,16,1,860000,6,0,2080,7
2173,40,M,22,1,655000,12,130,13386,8
2174,57,M,22,1,510000,12,109,2746,4
2175,50,M,16,1,750000,6,0,22304,5
2176,34,F,16,1,942000,6,57,9829,9
2177,32,M,22,1,124000,12,19,21137,3
2178,40,M,16,1,485000,6,188,8618,7
2179,45,M,22,1,636000,12,69,19125,7
2180,47,M,16,1,672000,6,110,19506,1
2181,25,F,16,1,825000,6,35,18054,3
2182,32,F,16,1,652000,6,96,10662,5
2183,42,M,22,1,242000,12,150,8829,5
2184,42,M,22,1,508000,12,241,5056,3
2185,58,F,16,1,879000,6,0,16129,5
2186,53,F,22,1,306000,12,123,2030,8
2187,52,F,22,1,242000,12,52,7652,2
2188,46,F,22,1,849000,12,192,20894,6
2189,45,F,16,1,479000,6,107,19042,2
2190,37,F,22,1,385000,12,14,2579,4
2191,26,M,16,1,182000,6,58,18218,3
2192,30,M,16,1,495000,6,9,4868,5
2193,27,F,22,1,458000,12,54,10627,6
2194,41,F,16,1,268000,6,0,14984,9
2195,41,M,22,1,553000,12,129,9198,2
2196,41,M,16,1,811000,6,0,5014,7
2197,29,F,16,1,139000,6,0,18032,2
2198,34,M,16,1,168000,6,0,22963,8
2199,25,F,22,1,566000,12,171,18519,8
2200,39,M,16,1,823000,6,0,18254,4
2201,33,F,16,1,567000,6,0,14316,9
2202,38,F,16,1,243000,6,0,21839,9
2203,46,F,16,1,495000,6,76,18756,10
2204,28,F,16,1,763000,6,140,12716,9
2205,44,F,16,1,581000,6,0,18660,8
2206,57,F,22,1,981000,12,138,20573,4
2207,28,M,16,1,559000,6,129,15771,5
2208,53,M,22,1,402000,12,30,10902,1
2209,49,M,16,1,928000,6,0,1709,7
2210,46,F,16,1,700000,6,23,15722,6
2211,50,F,16,1,618000,6,128,10637,1
2212,34,F,22,1,552000,12,28,7419,9
2213,48,F,22,1,220000,12,51,10529,10
2214,44,F,22,1,639000,12,112,24386,2
2215,59,F,16,1,285000,6,20,18940,9
2216,38,F,22,1,408000,12,11,19768,4
2217,56,M,16,1,824000,6,0,24881,5
2218,32,M,16,1,848000,6,0,12954,8
2219,33,F,22,1,647000,12,121,4601,7
2220,35,M,16,1,425000,6,0,11432,2
2221,37,M,16,1,598000,6,0,24678,2
2222,45,F,22,1,896000,12,122,6356,7
2223,44,F,16,1,158000,6,0,21926,10
2224,35,F,22,1,857000,12,50,22551,10
2225,26,M,16,1,328000,6,45,1089,3
2226,48,F,16,1,619000,6,0,16926,2
2227,38,F,22,1,176000,12,57,12055,7
2228,55,M,16,1,454000,6,14,24736,5
2229,42,F,16,1,693000,6,58,24184,7
2230,51,M,16,1,316000,6,0,24465,3
2231,52,M,16,1,352000,6,111,9840,2
2232,56,F,16,1,128000,6,100,17625,7
2233,56,M,16,1,213000,6,41,6698,5
2234,56,F,22,1,850000,12,37,8292,10
2235,33,F,22,1,909000,12,224,2783,7
2236,52,M,22,1,248000,12,12,18229,9
2237,34,M,22,1,682000,12,73,22128,6
2238,42,F,16,1,402000,6,150,17055,10
2239,32,F,16,1,550000,6,138,18884,6
2240,32,F,22,1,401000,12,241,13256,10
2241,36,F,16,1,525000,6,132,6090,2
2242,26,F,22,1,618000,12,203,20066,8
2243,59,M,22,1,150000,12,16,17744,9
2244,38,F,22,1,127000,12,150,12509,8
2245,47,F,16,1,643000,6,140,16398,5
2246,29,M,22,1,508000,12,136,8138,9
2247,29,F,16,1,859000,6,165,5998,6
2248,29,M,22,1,600000,12,188,4225,1
2249,27,M,16,1,714000,6,79,11946,5
2250,35,M,16,1,581000,6,183,20687,9
2251,27,M,16,1,123000,6,167,7610,1
2252,37,M,16,1,266000,6,19,1846,10
2253,42,F,22,1,486000,12,51,4590,10
2254,60,F,22,1,375000,12,71,23499,1
2255,31,F,16,1,390000,6,183,17722,7
2256,30,F,16,1,755000,6,0,9406,2
2257,54,M,16,1,673000,6,119,16198,5
2258,47,F,22,1,574000,12,127,2804,5
2259,31,M,16,1,937000,6,29,13753,7
2260,26,F,16,1,295000,6,118,20212,2
2261,28,F,22,1,399000,12,197,4513,4
2262,55,F,16,1,375000,6,51,18538,4
2263,27,F,16,1,576000,6,168,2832,8
2264,28,F,16,1,575000,6,35,8691,5
2265,60,F,16,1,650000,6,55,22856,4
2266,38,F,16,1,753000,6,36,12177,8
2267,33,F,22,1,230000,12,223,8417,10
2268,42,M,22,1,887000,12,31,18326,5
2269,46,M,22,1,956000,12,86,19830,4
2270,53,F,22,1,995000,12,146,6890,7
2271,25,F,16,1,416000,6,0,14360,8
2272,42,M,22,1,214000,12,169,23428,10
2273,43,M,22,1,596000,12,177,13500,7
2274,34,F,16,1,861000,6,0,9110,5
2275,37,M,16,1,738000,6,85,22869,6
2276,53,F,22,1,893000,12,180,15234,2
2277,32,M,22,1,778000,12,156,22360,6
2278,32,F,16,1,430000,6,57,20109,9
2279,46,F,16,1,790000,6,92,2471,9
2280,59,M,22,1,610000,12,81,23897,5
2281,59,M,22,1,758000,12,189,22040,9
2282,48,M,22,1,849000,12,115,19934,1
2283,29,F,22,1,924000,12,130,8045,9
2284,25,F,16,1,400000,6,66,8651,1
2285,26,M,16,1,484000,6,0,18145,5
2286,59,M,22,1,567000,12,96,12931,4
2287,43,F,16,1,292000,6,0,9224,1
2288,56,M,16,1,576000,6,0,17525,4
2289,45,M,22,1,301000,12,227,5614,1
2290,32,F,16,1,559000,6,148,12552,7
2291,46,M,16,1,782000,6,24,11102,10
2292,60,F,16,1,133000,6,29,3461,9
2293,54,M,22,1,713000,12,225,11080,8
2294,40,M,22,1,501000,12,100,13232,6
2295,50,F,16,1,134000,6,21,2094,1
2296,60,M,16,1,369000,6,158,8423,3
2297,60,F,22,1,102000,12,245,4354,1
2298,43,M,22,1,631000,12,90,17410,5
2299,54,M,16,1,609000,6,0,21393,7
2300,39,F,22,1,533000,12,224,16446,5
2301,51,F,16,1,220000,6,59,8746,6
2302,38,M,22,1,140000,12,63,10833,1
2303,38,F,16,1,871000,6,139,10205,8
2304,51,M,16,1,644000,6,151,10581,3
2305,31,M,16,1,196000,6,81,14204,3
2306,52,F,16,1,233000,6,0,22027,9
2307,51,M,22,1,442000,12,136,4599,1
2308,54,M,16,1,396000,6,0,9145,5
2309,43,M,16,1,363000,6,42,20714,5
2310,52,F,22,1,388000,12,231,13604,3
2311,27,M,16,1,250000,6,129,14569,6
2312,30,M,16,1,114000,6,135,9459,10
2313,41,M,22,1,469000,12,133,5981,2
2314,26,F,16,1,820000,6,0,22970,3
2315,34,F,22,1,328000,12,40,18641,6
2316,35,M,22,1,963000,12,168,10410,1
2317,39,F,22,1,358000,12,212,3869,3
2318,36,F,16,1,468000,6,0,12364,2
2319,33,M,16,1,811000,6,129,23884,4
2320,38,M,16,1,693000,6,103,20750,6
2321,53,M,16,1,489000,6,32,13620,5
2322,45,M,16,1,596000,6,0,9707,10
2323,29,M,16,1,144000,6,36,17741,5
2324,34,M,16,1,372000,6,44,18182,5
2325,26,F,16,1,558000,6,11,3625,7
2326,60,M,16,1,261000,6,120,22693,10
2327,51,M,16,1,120000,6,37,19687,7
2328,38,M,16,1,947000,6,129,17826,8
2329,50,F,22,1,287000,12,40,15358,2
2330,32,F,16,1,907000,6,144,22691,2
2331,34,F,16,1,834000,6,0,12722,7
2332,39,M,22,1,814000,12,69,8518,8
2333,28,F,16,1,214000,6,66,4051,8
2334,41,M,16,1,881000,6,78,2910,7
2335,36,F,22,1,323000,12,67,21082,3
2336,44,F,22,1,186000,12,95,16903,5
2337,47,F,16,1,560000,6,14,16575,1
2338,31,M,16,1,225000,6,0,14130,9
2339,47,F,16,1,848000,6,154,16064,9
2340,41,F,16,1,260000,6,90,1215,3
2341,56,F,16,1,683000,6,104,17553,1
2342,58,F,16,1,847000,6,14,18344,1
2343,59,F,16,1,892000,6,73,10356,4
2344,29,F,16,1,937000,6,32,17010,5
2345,35,F,16,1,906000,6,154,16247,10
2346,53,M,22,1,873000,12,23,15273,1
2347,27,M,22,1,145000,12,3,11672,8
2348,33,M,16,1,681000,6,65,1700,10
2349,37,F,16,1,488000,6,22,17446,6
2350,36,F,22,1,190000,12,45,3147,1
2351,31,F,22,1,629000,12,176,17062,8
2352,57,F,22,1,178000,12,81,8794,6
2353,40,M,22,1,808000,12,25,17873,10
2354,41,M,16,1,553000,6,0,24429,8
2355,42,F,22,1,578000,12,96,22097,5
2356,58,F,22,1,992000,12,216,19989,1
2357,60,M,22,1,122000,12,89,9191,2
2358,25,F,16,1,213000,6,0,16791,8
2359,52,F,22,1,480000,12,225,16627,9
2360,44,F,22,1,186000,12,188,4063,10
2361,48,M,16,1,639000,6,102,3171,9
2362,27,M,16,1,268000,6,118,10304,6
2363,43,M,16,1,993000,6,70,13243,9
2364,43,F,22,1,961000,12,20,7742,4
2365,59,F,16,1,465000,6,0,19600,1
2366,52,F,16,1,574000,6,0,13024,6
2367,47,M,22,1,172000,12,97,13174,2
2368,30,M,22,1,464000,12,36,20980,7
2369,37,M,22,1,707000,12,209,10457,8
2370,32,M,22,1,965000,12,196,1595,8
2371,33,F,22,1,266000,12,104,23589,10
2372,55,F,16,1,816000,6,121,2074,5
2373,44,F,22,1,940000,12,63,6428,7
2374,52,M,16,1,598000,6,0,11849,7
2375,44,M,16,1,329000,6,96,1184,7
2376,45,M,22,1,451000,12,229,15454,6
2377,26,M,22,1,354000,12,123,22481,10
2378,46,F,16,1,892000,6,152,17018,5
2379,41,F,22,1,783000,12,133,1063,8
2380,32,M,16,1,995000,6,126,3996,9
2381,45,F,16,1,319000,6,125,5878,10
2382,43,M,16,1,744000,6,0,16410,6
2383,34,F,22,1,242000,12,186,16303,4
2384,57,M,22,1,337000,12,43,10993,6
2385,58,F,16,1,603000,6,0,13772,4
2386,40,F,16,1,718000,6,119,24980,1
2387,29,F,22,1,174000,12,223,9555,5
2388,27,F,16,1,750000,6,84,7246,8
2389,56,F,22,1,192000,12,251,16036,5
2390,58,M,16,1,456000,6,133,22864,2
2391,46,F,22,1,631000,12,206,4884,8
2392,53,M,22,1,502000,12,80,18251,4
2393,28,F,16,1,137000,6,64,24542,3
2394,27,F,16,1,439000,6,0,12663,8
2395,36,F,16,1,894000,6,88,24348,3
2396,40,F,16,1,267000,6,0,19289,8
2397,38,M,22,1,585000,12,72,13043,3
2398,30,F,16,1,550000,6,25,19380,6
2399,27,F,22,1,322000,12,150,15099,4
2400,56,F,22,1,996000,12,263,13984,8
2401,44,M,22,1,119000,12,131,3671,2
2402,48,F,16,1,407000,6,14,1362,9
2403,45,F,22,1,834000,12,206,6244,7
2404,58,M,16,1,472000,6,82,15407,7
2405,31,F,16,1,312000,6,9,7012,1
2406,41,M,16,1,320000,6,67,4334,2
2407,35,M,22,1,488000,12,120,13261,9
2408,60,M,22,1,881000,12,14,10604,7
2409,50,F,22,1,656000,12,142,22169,9
2410,27,F,22,1,497000,12,253,20501,2
2411,26,M,16,1,260000,6,95,20610,9
2412,33,F,22,1,634000,12,103,17890,3
2413,34,M,16,1,464000,6,102,19834,5
2414,54,M,22,1,750000,12,201,8950,3
2415,60,M,16,1,383000,6,75,11387,5
2416,46,M,16,1,766000,6,0,14675,3
2417,55,F,22,1,726000,12,51,7292,5
2418,58,M,22,1,621000,12,32,3293,4
2419,31,M,22,1,949000,12,90,16673,1
2420,38,F,22,1,323000,12,88,3692,6
2421,32,F,16,1,570000,6,62,24205,1
2422,25,M,16,1,554000,6,0,5960,3
2423,28,M,16,1,254000,6,31,23376,5
2424,41,M,22,1,779000,12,96,6358,10
2425,34,F,16,1,490000,6,37,9902,10
2426,29,M,22,1,705000,12,71,3383,3
2427,46,F,22,1,203000,12,49,18657,4
2428,30,F,22,1,778000,12,81,17501,8
2429,31,F,16,1,818000,6,171,3871,5
2430,32,F,16,1,451000,6,48,16384,5
2431,40,M,22,1,770000,12,9,15225,2
2432,32,M,16,1,970000,6,188,24452,2
2433,31,M,16,1,128000,6,152,5544,9
2434,40,F,22,1,948000,12,194,13319,10
2435,43,F,16,1,386000,6,22,11385,9
2436,45,F,16,1,495000,6,157,22930,5
2437,42,F,16,1,996000,6,60,15544,4
2438,54,M,16,1,375000,6,191,7866,2
2439,53,F,16,1,963000,6,111,5676,8
2440,26,M,16,1,894000,6,100,13316,4
2441,44,M,16,1,677000,6,78,15596,9
2442,27,F,16,1,451000,6,86,11361,10
2443,48,F,16,1,622000,6,105,2113,1
2444,37,M,22,1,961000,12,167,19833,7
2445,54,F,16,1,140000,6,0,22852,8
2446,40,F,22,1,429000,12,56,11225,1
2447,59,F,22,1,218000,12,130,24895,1
2448,28,M,16,1,285000,6,17,6923,8
2449,36,M,22,1,641000,12,111,17038,4
2450,52,M,22,1,451000,12,46,23453,1
2451,40,F,22,1,984000,12,124,5653,6
2452,34,F,22,1,812000,12,43,2309,1
2453,56,M,16,1,390000,6,181,23330,6
2454,60,F,22,1,991000,12,52,1461,7
2455,38,F,16,1,344000,6,55,21170,4
2456,48,M,16,1,207000,6,80,2680,8
2457,45,M,16,1,436000,6,115,23860,4
2458,27,F,16,1,514000,6,0,3876,3
2459,41,F,22,1,675000,12,203,15997,7
2460,57,M,16,1,341000,6,32,14553,10
2461,40,M,22,1,388000,12,186,12339,5
2462,41,M,16,1,507000,6,106,22383,8
2463,59,M,16,1,726000,6,121,13841,8
2464,53,F,22,1,725000,12,203,18905,9
2465,51,F,22,1,101000,12,59,6208,1
2466,51,F,16,1,315000,6,159,3751,8
2467,39,F,22,1,269000,12,171,1469,4
2468,35,M,22,1,688000,12,127,13683,10
2469,59,F,22,1,825000,12,104,22547,5
2470,42,M,16,1,349000,6,33,19778,7
2471,31,F,22,1,547000,12,31,23755,5
2472,26,F,16,1,169000,6,82,9456,4
2473,26,M,22,1,476000,12,205,22887,9
2474,26,M,16,1,348000,6,152,11275,5
2475,41,F,16,1,781000,6,3,14828,10
2476,37,M,22,1,412000,12,32,7816,1
2477,27,F,16,1,909000,6,183,8351,7
2478,58,M,22,1,569000,12,220,20501,3
2479,59,M,16,1,672000,6,116,6718,4
2480,51,M,22,1,929000,12,132,19496,3
2481,55,F,16,1,597000,6,118,14555,7
2482,52,F,22,1,290000,12,108,8683,9
2483,59,F,16,1,738000,6,0,24067,10
2484,40,M,16,1,552000,6,163,15798,9
2485,50,M,22,1,879000,12,22,15365,2
2486,59,F,16,1,366000,6,136,2982,5
2487,47,F,16,1,601000,6,142,6121,3
2488,45,M,16,1,163000,6,167,8321,6
2489,25,M,16,1,672000,6,0,10403,5
2490,46,F,16,1,492000,6,0,17706,9
2491,41,M,22,1,445000,12,149,4399,7
2492,57,M,16,1,253000,6,30,7044,6
2493,31,F,16,1,832000,6,122,4895,5
2494,33,M,16,1,438000,6,55,18328,6
2495,25,F,22,1,777000,12,91,23150,4
2496,32,F,22,1,556000,12,199,7716,4
2497,26,F,16,1,309000,6,0,10584,6
2498,44,M,16,1,271000,6,103,5473,5
2499,58,M,22,1,952000,12,77,17988,10
2500,44,F,22,1,932000,12,150,11698,9
2501,34,F,22,1,358000,12,203,13846,9
2502,47,F,16,1,467000,6,12,6900,7
2503,51,M,22,1,344000,12,208,24326,9
2504,28,F,22,1,460000,12,109,19743,9
2505,56,M,16,1,326000,6,32,10744,1
2506,35,F,16,1,988000,6,8,4151,7
2507,30,M,16,1,722000,6,96,24679,10
2508,34,F,22,1,268000,12,35,16567,5
2509,40,F,22,1,351000,12,86,15431,8
2510,42,F,22,1,568000,12,34,19944,6
2511,37,F,22,1,202000,12,185,12317,5
2512,46,M,16,1,679000,6,0,10984,4
2513,57,F,16,1,958000,6,125,13436,7
2514,40,M,16,1,719000,6,132,4951,6
2515,58,M,16,1,625000,6,0,17365,2
2516,56,F,22,1,179000,12,67,15080,7
2517,43,M,16,1,478000,6,37,10104,3
2518,39,M,22,1,730000,12,34,1216,3
2519,38,F,16,1,572000,6,176,3715,3
2520,44,F,16,1,953000,6,49,22164,10
2521,35,F,22,1,831000,12,70,15126,10
2522,29,M,16,1,116000,6,157,4496,4
2523,40,F,22,1,522000,12,115,8592,8
2524,43,M,22,1,439000,12,119,21066,3
2525,36,F,16,1,486000,6,150,21843,7
2526,59,M,16,1,181000,6,119,12880,6
2527,53,M,22,1,996000,12,61,7297,5
2528,57,M,22,1,472000,12,253,3983,8
2529,34,F,16,1,547000,6,96,22904,4
2530,25,M,22,1,542000,12,193,18503,9
2531,42,M,22,1,418000,12,144,14258,5
2532,60,M,16,1,813000,6,0,18444,6
2533,38,M,22,1,199000,12,85,24140,9
2534,45,F,16,1,485000,6,0,13973,10
2535,53,M,16,1,757000,6,0,2717,3
2536,54,M,16,1,719000,6,143,8941,9
2537,25,M,22,1,589000,12,7,13318,6
2538,33,F,16,1,984000,6,171,2525,9
2539,59,M,22,1,197000,12,225,12909,1
2540,27,F,16,1,754000,6,148,5100,5
2541,51,M,22,1,548000,12,92,20545,2
2542,57,M,22,1,517000,12,150,5458,10
2543,54,F,16,1,301000,6,0,22870,2
2544,42,F,22,1,691000,12,156,6945,1
2545,41,M,22,1,115000,12,200,7530,8
2546,34,M,22,1,404000,12,23,1089,3
2547,54,F,16,1,121000,6,155,18769,1
2548,34,M,16,1,333000,6,176,21409,1
2549,27,M,22,1,577000,12,113,13151,5
2550,38,F,16,1,583000,6,20,15899,6
2551,58,F,22,1,749000,12,56,20978,3
2552,32,M,16,1,498000,6,176,15359,6
2553,25,M,16,1,900000,6,36,19457,2
2554,33,F,16,1,983000,6,52,18408,6
2555,30,F,16,1,568000,6,78,17732,1
2556,46,F,22,1,907000,12,185,19066,10
2557,45,M,16,1,562000,6,0,19573,4
2558,58,F,16,1,422000,6,40,16777,8
2559,39,M,16,1,504000,6,162,9673,3
2560,48,F,22,1,874000,12,61,15503,10
2561,31,F,22,1,469000,12,184,22869,3
2562,44,M,16,1,136000,6,159,13213,10
2563,36,M,22,1,585000,12,195,17331,1
2564,30,F,16,1,190000,6,64,11985,10
2565,59,M,22,1,730000,12,178,12939,8
2566,25,F,16,1,971000,6,82,18308,10
2567,50,M,16,1,708000,6,8,6751,10
2568,55,M,16,1,992000,6,147,2589,3
2569,48,M,22,1,597000,12,100,1867,6
2570,55,F,16,1,768000,6,121,1293,1
2571,26,M,16,1,212000,6,0,1612,7
2572,56,F,22,1,114000,12,229,19927,7
2573,44,M,16,1,950000,6,133,16761,10
2574,31,M,22,1,990000,12,81,12383,4
2575,58,M,22,1,495000,12,114,5879,1
2576,25,M,22,1,890000,12,181,17522,6
2577,52,M,16,1,236000,6,0,6208,2
2578,42,M,22,1,895000,12,16,20517,2
2579,26,M,16,1,388000,6,72,19136,7
2580,41,F,22,1,772000,12,39,24094,4
2581,53,F,16,1,231000,6,152,19774,8
2582,43,M,22,1,231000,12,125,17541,7
2583,39,F,16,1,585000,6,153,23298,8
2584,50,F,22,1,973000,12,25,4465,9
2585,25,M,16,1,221000,6,165,18709,6
2586,56,M,16,1,443000,6,0,18547,9
2587,39,F,16,1,362000,6,0,20504,8
2588,42,F,22,1,664000,12,147,10583,1
2589,27,F,22,1,690000,12,171,23102,2
2590,52,F,22,1,439000,12,149,2488,7
2591,35,M,16,1,106000,6,0,12147,3
2592,25,F,22,1,276000,12,98,19804,8
2593,50,M,22,1,886000,12,40,4047,3
2594,32,F,22,1,501000,12,238,2292,10
2595,27,M,22,1,943000,12,176,1295,10
2596,33,M,16,1,939000,6,55,19315,2
2597,47,F,22,1,928000,12,222,24632,3
2598,39,M,16,1,864000,6,117,10712,5
2599,26,M,16,1,348000,6,59,18578,6
2600,56,M,22,1,784000,12,125,17846,1
2601,46,M,16,1,113000,6,0,10969,4
2602,31,M,16,1,854000,6,44,18156,10
2603,56,M,16,1,824000,6,25,13015,6
2604,55,F,22,1,643000,12,130,11345,7
2605,29,F,22,1,584000,12,57,19621,9
2606,30,M,22,1,555000,12,212,22932,1
2607,32,F,16,1,258000,6,25,21294,10
2608,30,M,16,1,500000,6,100,19722,10
2609,55,M,16,1,1000000,6,24,14412,10
2610,38,F,22,1,698000,12,94,21700,10
2611,26,F,16,1,684000,6,40,1746,6
2612,42,F,22,1,585000,12,197,21591,10
2613,31,F,16,1,234000,6,45,24563,6
2614,55,M,16,1,709000,6,34,9989,10
2615,50,M,22,1,630000,12,60,5269,2
2616,46,F,16,1,143000,6,101,19507,9
2617,45,F,16,1,698000,6,112,12182,2
2618,35,M,16,1,942000,6,94,22948,8
2619,45,M,16,1,333000,6,46,12239,4
2620,30,F,22,1,745000,12,119,4262,8
2621,26,F,16,1,310000,6,0,21962,2
2622,45,M,22,1,529000,12,182,3464,3
2623,59,M,16,1,209000,6,138,22912,2
2624,52,F,22,1,297000,12,96,2047,6
2625,54,M,22,1,228000,12,215,1742,4
2626,40,F,16,1,271000,6,125,4055,10
2627,33,M,22,1,840000,12,12,10729,7
2628,33,F,16,1,345000,6,21,8470,7
2629,30,F,16,1,732000,6,106,9678,5
2630,35,M,22,1,341000,12,216,24508,4
2631,42,F,16,1,417000,6,90,5954,3
2632,41,F,16,1,803000,6,150,15393,6
2633,51,M,16,1,125000,6,149,15630,7
2634,56,F,22,1,762000,12,138,5470,3
2635,30,M,16,1,905000,6,0,20079,6
2636,57,F,16,1,484000,6,186,17101,10
2637,51,F,22,1,902000,12,29,23924,8
2638,28,F,22,1,893000,12,87,16340,1
2639,30,M,22,1,581000,12,79,7019,3
2640,27,F,16,1,156000,6,95,9715,10
2641,51,M,22,1,818000,12,257,13563,2
2642,35,M,16,1,250000,6,81,9118,4
2643,31,F,22,1,898000,12,13,24721,9
2644,25,M,16,1,724000,6,136,21619,7
2645,44,F,16,1,862000,6,14,23793,6
2646,43,M,16,1,849000,6,0,24112,4
2647,32,M,16,1,228000,6,126,19179,6
2648,59,M,22,1,631000,12,58,18695,7
2649,26,F,16,1,849000,6,49,20907,8
2650,52,M,16,1,268000,6,115,7136,4
2651,36,M,16,1,651000,6,0,23186,4
2652,36,F,22,1,846000,12,124,14757,4
2653,26,M,22,1,338000,12,72,9196,10
2654,25,F,22,1,234000,12,2,1998,10
2655,46,M,22,1,373000,12,120,19679,8
2656,48,F,22,1,303000,12,245,16529,6
2657,53,F,16,1,430000,6,185,10539,1
2658,51,M,22,1,139000,12,59,11957,8
2659,60,F,22,1,687000,12,120,15648,10
2660,56,F,22,1,835000,12,5,18124,4
2661,53,F,22,1,552000,12,72,7659,2
2662,55,M,16,1,534000,6,140,21258,10
2663,45,F,16,1,465000,6,0,2033,1
2664,51,F,16,1,908000,6,140,16747,5
2665,60,M,22,1,962000,12,195,11519,2
2666,44,M,16,1,558000,6,107,1103,10
2667,35,M,22,1,166000,12,178,13746,6
2668,38,M,16,1,491000,6,118,15259,10
2669,52,F,16,1,297000,6,100,20057,2
2670,36,F,16,1,803000,6,0,2725,10
2671,31,M,22,1,945000,12,164,12926,5
2672,53,F,22,1,596000,12,150,3699,7
2673,52,F,16,1,845000,6,83,6736,9
2674,46,F,22,1,514000,12,134,18542,2
2675,32,M,16,1,745000,6,34,23416,10
2676,58,F,16,1,960000,6,149,12259,10
2677,58,F,22,1,620000,12,98,18063,4
2678,52,F,16,1,236000,6,166,11618,5
2679,42,F,22,1,273000,12,219,17509,1
2680,33,M,16,1,726000,6,176,22322,5
2681,55,M,22,1,738000,12,233,12769,8
2682,29,F,16,1,387000,6,185,21761,7
2683,60,F,22,1,308000,12,130,2048,9
2684,25,M,22,1,406000,12,136,19418,3
2685,52,F,22,1,132000,12,260,14777,2
2686,27,M,16,1,449000,6,69,12653,5
2687,44,M,22,1,739000,12,192,21729,3
2688,38,M,16,1,540000,6,186,14002,5
2689,25,F,16,1,452000,6,34,9235,8
2690,58,F,16,1,408000,6,11,8365,2
2691,32,M,16,1,539000,6,183,11015,7
2692,36,F,22,1,911000,12,107,9664,5
2693,53,M,16,1,584000,6,105,18538,6
2694,26,M,22,1,332000,12,172,15068,8
2695,43,M,16,1,908000,6,0,15473,4
2696,55,M,22,1,653000,12,5,11229,5
2697,41,F,22,1,512000,12,44,7035,8
2698,41,M,22,1,794000,12,263,5226,1
2699,59,M,22,1,734000,12,237,22364,5
2700,44,M,16,1,250000,6,0,22464,9
2701,49,F,22,1,778000,12,6,23683,3
2702,48,F,22,1,995000,12,35,14060,9
2703,29,M,22,1,556000,12,190,4408,2
